customer_tweet_id,customer_text,customer_created_at,support_tweet_id,support_text,support_created_at
630965,@AppleSupport why is my brightness auto turning on and off on its own? just started today wtfugg,Wed Oct 04 23:54:05 +0000 2017,630963,@269526 We're here to help. Which iOS version is your device currently running? We want to make sure you're running the latest version.,Thu Oct 05 00:41:29 +0000 2017
630987,Love how I have to keep my iphone 7 plugged in so it won't die every few min..... thanks @115858 @AppleSupport !,Wed Oct 04 23:43:21 +0000 2017,630985,@269532 We want you to have a phone that works for you. Does this occur while using certain apps?,Thu Oct 05 00:26:26 +0000 2017
631761,My iphone 7 keeps crashing. Ios 11 os bad. @115858 @AppleSupport,Wed Oct 04 19:22:53 +0000 2017,631760,@269716 We're here to help. Let's take this to DM so we can better assist you. https://t.co/GDrqU22YpT,Wed Oct 04 19:50:28 +0000 2017
631776,Can you fix this battery issue with the ios11 update? 😡 @AppleSupport,Wed Nov 22 16:01:03 +0000 2017,631774,@269721 We want you to have a good experience with an update. Let's work together to get this battery issue resolved. About how long (in hours) is the battery lasting?,Wed Nov 22 16:25:27 +0000 2017
631782,": @115858 Siri still places a space before my first word when I dictate, live setting on camera ignores preserve toggle, rotation issues with keyboard... all low hanging fruit that make iOS feel cheap.",Wed Nov 22 15:49:20 +0000 2017,631781,@269723 We'd be happy to look into this with you more in detail.  Please reach out to us via DM and we'll get started. https://t.co/GDrqU22YpT,Wed Nov 22 16:23:00 +0000 2017
631792,@115858 aye y’all need to fix this “ I️ “ issue,Wed Nov 22 15:18:08 +0000 2017,631791,@269726 Have you checked your phone for a software update recently? You'll want to do that to install the fix. Let us know if this helps! https://t.co/80YRnjDFDk,Wed Nov 22 16:20:01 +0000 2017
631800,@AppleSupport trying to send this picture in an email however my screen won’t work when I press the choose or cancel button at the bottom. The phone is an iPhone X https://t.co/xsoKXehCav,Wed Nov 22 15:44:32 +0000 2017,631799,@269730 We're happy to help! Join us in DM with the iOS version currently installed on your iPhone X. You can locate it in Settings &gt; General &gt; About. https://t.co/GDrqU22YpT,Wed Nov 22 16:17:38 +0000 2017
631805,@AppleSupport HELP ME,Wed Nov 22 15:45:20 +0000 2017,631803,"@269732 Hey there. What's going on? We're here to help, if we can.",Wed Nov 22 16:16:32 +0000 2017
633787,@115858 @AppleSupport is this legit? Looks very suspicious?? https://t.co/TrU1N0Gg2E,Wed Nov 22 16:37:26 +0000 2017,633786,"@270232 Great question! It's always better to stay on the safe side, when it comes to providing your personal information. This email is not legitimate. Check out https://t.co/sayPykspsk for more information on identifying legitimate emails coming from Apple. https://t.co/GDrqU22YpT",Wed Nov 22 16:54:00 +0000 2017
633792,@270233 @115948 @AppleSupport could you please help with this? Thanks in advance!,Tue Nov 21 19:51:10 +0000 2017,633790,"@270234 Thanks for reaching out to us! It sounds like you were charged twice for your Apple Music subscription. Is that correct? If so, please follow the steps here to report a problem. If you still need help let us know: https://t.co/vPL1WOok5C",Tue Nov 21 20:02:34 +0000 2017
633871,@AppleSupport Perfect! Thank you,Wed Nov 22 17:30:39 +0000 2017,633873,@270253 You're most welcome! Please feel free to reach out to us again if you need any more help. We’re available every day to answer your questions from 5am-8pm Pacific. Have a great day!,Wed Nov 22 18:02:31 +0000 2017
633892,@AppleSupport I’m running the latest version available: 11.1.2 - upgraded to that earlier this week and haven’t noticed any improvement (worse if anything),Wed Nov 22 17:59:06 +0000 2017,633894,"@270260 Since updating, have you had a chance to go over the article below? It has great battery saving tips.
https://t.co/TpjqFp3jxD",Wed Nov 22 18:22:00 +0000 2017
633955,"@115858 @AppleSupport atualização lixo, bateria acabado rápido dms",Wed Oct 04 18:49:28 +0000 2017,633954,"@270280 Since our Twitter support is available in English, get help at https://t.co/IBIY3vMgPj or join https://t.co/pvaOFfPbjt",Wed Oct 04 18:53:00 +0000 2017
634006,@AppleSupport yea exactly see call failed but the funny part is i can recive txt and calls but i cant do calls :(,Wed Oct 04 18:20:45 +0000 2017,634005,"@270299 Thank you. Let's try some steps to get this resolved. First, please try powering off and restarting. https://t.co/n9BF3L9h6y",Wed Oct 04 18:38:33 +0000 2017
634031,@115858 Are there any plans to fix the ‘This message has no content’ bug that’s been around since iOS 7?! #ios #email #ios7 #ios11 😡😡😡,Wed Oct 04 18:15:04 +0000 2017,634030,@270305 Meet us in DM so we can take a look further into this with you today. https://t.co/GDrqU22YpT,Wed Oct 04 18:34:44 +0000 2017
637420,@115858 can’t download cronenberg Rabid on iPad mini and there’s 2 different expirations help! Misleading!!,Wed Nov 22 19:21:38 +0000 2017,637418,"@271137 We've got you covered. Was this a rental on iTunes? Also, do you have any other Apple devices besides the iPad? Thanks!",Wed Nov 22 19:36:00 +0000 2017
637462,@AppleSupport OS Sierra on a Macbook Air,Wed Nov 22 18:36:45 +0000 2017,637461,@271148 Do you know which iTunes version you're using?,Wed Nov 22 18:49:33 +0000 2017
637541,"@AppleSupport HI, I just updated my iPad Pro (2ndGen, 12.9 ) to IOS 11.1.2 &amp; after it finished downloading the cellular tab in the settings just disappeared. I’d like your help ASAP, Thanks.",Wed Nov 22 19:08:58 +0000 2017,637540,"@271164 We're happy to take a look at this with you. Since updating, have you had a chance to try  turning the iPad off and back on again, then see if the tab re-appears?",Wed Nov 22 19:13:27 +0000 2017
639375,@AppleSupport DM,Thu Oct 05 00:24:16 +0000 2017,639374,"@271669 We've received your DM, and will continue the conversation with you there.",Thu Oct 05 01:11:57 +0000 2017
639663,"@AppleSupport Why is it when using the control center to shut off WiFi or Bluetooth, it doesn't turn off.  When you go to settings there still on?",Wed Nov 22 19:43:23 +0000 2017,639661,@271729 What you're seeing is expected. Check out the changes to Bluetooth and Wi-Fi in the iOS 11 Control Center in this article: https://t.co/JxDWijvIa0,Wed Nov 22 20:03:28 +0000 2017
639703,"@AppleSupport Thank you. Whom do i contact to ask for the ""express written permission from Apple"" ?",Thu Nov 23 08:33:25 +0000 2017,639705,@271734 You can reach out to them here: https://t.co/k3Jb6Q6vJd,Thu Nov 23 14:48:00 +0000 2017
639709,Can you unfuck my phone up @115858,Wed Nov 22 17:44:58 +0000 2017,639708,@271735 May we have a look?  Feel free to let us know more about the behavior you're experiencing and we'll go from there.,Wed Nov 22 18:09:55 +0000 2017
639719,@AppleSupport No. It doesn’t. Phone is telling me it’s up to date.,Tue Nov 28 14:01:20 +0000 2017,639720,@271737 Let's meet up in Direct Message. Could you let us know what country or region you're located in? https://t.co/GDrqU22YpT,Tue Nov 28 15:09:31 +0000 2017
639717,.@115858 when are you going to fix the issue with the letter “I️” in your emails?? Can’t work from phone!,Wed Nov 22 20:08:13 +0000 2017,639715,"@271737 We can help. iOS was recently updated and it includes a fix for auto-correct issues. Be sure to back up your device prior to updating, and let us know if the issue persists afterwards. How to back up: https://t.co/4f8hwT5to6",Wed Nov 22 20:22:00 +0000 2017
639744,@AppleSupport updated to iOS 11.1.1 and now I have constant problems with my apps freezing/not opening. I have an iPhone 6s,Wed Nov 22 20:03:20 +0000 2017,639742,"@271743 We'd recommend first backing up - https://t.co/4f8hwT5to6

Then updating to our latest version which is 11.1.2 by going to Settings &gt; General &gt; Software Update. Once you have updated please let us know if the issue persists and we'll go from there.",Wed Nov 22 20:17:00 +0000 2017
639781,"@AppleSupport It’s in Danish, but you will recognize the utilities https://t.co/S1kPQ1N3PA",Wed Nov 22 20:17:04 +0000 2017,639782,@271755 Any steps tried so far? Please let us know within DM here: https://t.co/GDrqU22YpT,Wed Nov 22 20:39:33 +0000 2017
639849,@AppleSupport Thanks so much but I’ve just made a Genius Bar reservation!,Wed Oct 04 21:42:39 +0000 2017,639848,@271772 No worries at all and thanks for letting us know. Feel free to reach out if you have any other questions or concerns.,Wed Oct 04 22:04:56 +0000 2017
639886,Yo @115858 your iOS update is killing my battery life. Fix it,Wed Oct 04 21:16:59 +0000 2017,639885,@271778 Hello. We're happy to help with this. DM us and tell us the version of iOS you're running under Settings &gt; General &gt; About. https://t.co/GDrqU22YpT,Wed Oct 04 21:39:24 +0000 2017
639917,@AppleSupport,Wed Oct 04 21:20:40 +0000 2017,639916,@260322 We're here to help. Let's take this to DM so we can better assist you. https://t.co/GDrqU22YpT,Wed Oct 04 21:40:37 +0000 2017
640587,I did a back up on iTunes. How can I get rid of this from ever popping up again? Or do I have to give @115858 more money https://t.co/UomklHzpYs,Fri Nov 24 03:20:07 +0000 2017,640586,@271986 Thanks for reaching out. We'd like to assist. Is the option for your automatic iCloud backup turned on? You can check with the help of the steps here: https://t.co/qoJHp4BG4q Let us know the details.,Fri Nov 24 03:25:00 +0000 2017
641930,@AppleSupport Should I be worried that I clicked on it? I didn’t put in any information though.,Wed Nov 22 20:31:28 +0000 2017,641929,@272338 You should be fine since you didn't provide any information through that email.,Wed Nov 22 20:51:28 +0000 2017
641977,"ever since these new iphones came out my phones been going so slow and fucking up 
@115858 sort it out",Wed Nov 22 20:30:08 +0000 2017,641975,"@272352 That's not normal, and we can help. What iOS version are you currently using?",Wed Nov 22 20:42:26 +0000 2017
642043,@AppleSupport I downloaded the update and the I.T thing is still happening,Wed Nov 22 20:16:26 +0000 2017,642042,@164882 Thanks for keeping us in the loop. Let's continue working on this via DM. Reach out to us here: https://t.co/GDrqU22YpT,Wed Nov 22 20:31:42 +0000 2017
642047,@AppleSupport / @ATT any reason my 7plus keeps randomly restarting itself!? 😫,Wed Nov 22 20:11:22 +0000 2017,642046,@190045 We're here for you. DM us using the link below and we'll go from there. https://t.co/GDrqU22YpT,Wed Nov 22 20:31:41 +0000 2017
642055,Why does my WiFi turn on without permission @115858? I NEVER turn the shit on yet somehow it’s always on,Wed Nov 22 20:08:16 +0000 2017,642053,"@272373 We certainly appreciate wanting to be able to control your Wi-Fi usage. What device and OS version are we working with? If an iOS 11 device, check out the following: https://t.co/G7BHuQnDS6",Wed Nov 22 20:30:00 +0000 2017
643223,"@AppleSupport Hi. Since upgrading to High Sierra, my ATV3 remote plays iTunes on Macbook when I am trying to use my TV. Help?",Mon Oct 23 11:49:35 +0000 2017,643221,@272707 We'll help get you pointed in the right direction. Please reach out here for support with Apple TV: https://t.co/IBIY3vMgPj,Mon Oct 23 14:11:02 +0000 2017
643268,"@AppleSupport I am not able to use WhatsApp on mobile data ,WhatsApp is not showing in mobile data column in settings",Mon Oct 23 10:27:29 +0000 2017,643267,@272719 We've received your DMs and we'll continue there.,Mon Oct 23 14:00:15 +0000 2017
643279,"@AppleSupport, please provide details about my iPhone 6 issues and how Apple going to help me. Ref.No. 100320642455.",Mon Oct 23 10:32:47 +0000 2017,643278,@272723 Thanks for contacting us. Please meet us in DM so we can take a closer look at your case with you. https://t.co/GDrqU22YpT,Mon Oct 23 13:59:30 +0000 2017
643296,@AppleSupport Just today. Trying to restore it since it was a new phone. Will let you know if that works when it is done restoring.,Thu Oct 05 02:06:43 +0000 2017,643298,@272728 Let us know if you run into anymore issues restoring. Send us a DM. https://t.co/GDrqU22YpT,Thu Oct 05 03:05:50 +0000 2017
643297,"@AppleSupport Got a new iPhone 8 Plus and I am not receiving all my notifications, nor can I search my messages for some peoples text feeds.",Thu Oct 05 01:07:48 +0000 2017,643294,@272728 We'd be happy to help. When did you notice this? Have you tried restarting the device?,Thu Oct 05 02:05:51 +0000 2017
643426,@AppleSupport 6s plus,Thu Oct 05 02:26:37 +0000 2017,643428,@179142 We're happy to look into this further. Please go to Settings &gt; General &gt; Profile. Tell us in DM what is listed there. https://t.co/GDrqU22YpT,Thu Oct 05 03:17:00 +0000 2017
644132,@AppleSupport iPhone 6s Plus running ios 11.0.3,Thu Oct 26 18:05:41 +0000 2017,644134,"@272896 Perfect. From here, send us a DM, and we'll proceed from there: https://t.co/GDrqU22YpT",Thu Oct 26 18:46:56 +0000 2017
644409,"If @115858 doesn’t make an update that fixes my battery from dying in 5 min in the next like day, they’re about to lose a customer.",Fri Oct 27 21:13:25 +0000 2017,644408,@272960 We'd be happy to help you maximize your battery life. Can you DM us the device model and version of OS running? https://t.co/GDrqU22YpT,Fri Oct 27 22:31:29 +0000 2017
644910,@AppleSupport I’m using the native messaging app to non Apple phone numbers..I get the message not delivered..tried it both on WiFI and off..each video is less than 1 min,Wed Nov 22 18:01:52 +0000 2017,644909,"@273062 Thanks for letting us know. When you check Settings &gt; Messages are you showing the option for MMS is turned on? If so, we recommend the steps here: https://t.co/reLBAO6fGY Keep us posted on the results. https://t.co/GDrqU22YpT",Wed Nov 22 18:25:00 +0000 2017
644917,@AppleSupport is iMessage having some issues lately?,Wed Nov 22 17:59:30 +0000 2017,644915,@273063 We'd be happy to look into this with you. Could you please tell us what is happening with your iMessage?,Wed Nov 22 18:23:00 +0000 2017
644946,"@AppleSupport Yes , i maximum and minimum volume but no sound changes occur and this problem occurs when video call use speaker , this happens after ios 11,   I flash downgrade 11.0.3 - 11.1.2 but nothing changes and I have restarted but nothing changes. @AppleSupport",Thu Nov 23 07:42:10 +0000 2017,644948,@273071 Is this happening when using FaceTime or other applications to make video calls?  Let us know in DM. https://t.co/GDrqU22YpT,Thu Nov 23 14:33:26 +0000 2017
646801,I️ deleted the short cut. If my phone keeps correcting I️ to question marks imma go buy a droid 🤯🤬 @115858,Wed Nov 22 18:42:59 +0000 2017,646800,"@273622 We'd love to help! Let us know if you've had a chance to apply the latest iOS updates, which include a fix for unexpected behavior with Auto-Correction while typing. Here's a guide with recommended steps to help back up and update: https://t.co/ahjigcvFRG",Wed Nov 22 18:53:51 +0000 2017
646826,There is no way that we should still be having problems with this “I” 👐🏽 apple you need to get on your shit or we’re all going back to androids @AppleSupport @115858,Wed Nov 22 18:34:22 +0000 2017,646824,@273628 We'd be glad to be of assistance. We have addressed this issue in our recent iOS 11.1.1 update: https://t.co/uQeXsrrlXJ,Wed Nov 22 18:51:00 +0000 2017
646958,HEY @115858 WHY DONT YOU CREATE A NEW SOFTWARE UPDATE THAT DOESNT MAKE ME LOOK LIKE IM TRYING TO SPEAK IN CREEPY SYMBOLS WHEN I JUST WANT TO TYPE THE LETTER I OR WHEN I TYPE THE WORD IT INSTEAD OF FIXING IPHONE X STUFF FIRST. THANKS.,Wed Nov 22 18:09:08 +0000 2017,646956,"@273670 We want to help. The issue was resolved in the iOS 11.1.1 update. If you haven't already, back up your iPhone, update the iOS, and test it out. Let us know if that helps.

Backup and update iOS: https://t.co/ahjigcvFRG",Wed Nov 22 18:29:27 +0000 2017
647366,@AppleSupport i still hear the static even after the update 😤,Thu Oct 05 02:59:02 +0000 2017,647365,@273774 We want your call quality as clear as possible. Send us a DM and we'll take a closer look. https://t.co/GDrqU22YpT,Thu Oct 05 03:38:26 +0000 2017
648524,"@274115 @224073 Um, I️ updated my phone so why is it still doing this @115858",Wed Nov 22 19:21:38 +0000 2017,648523,@274114 We can look into this issue with you. Shoot us a DM with your exact iOS version that can be found under Settings &gt; General &gt; About and we'll go from there. https://t.co/GDrqU22YpT,Wed Nov 22 19:25:32 +0000 2017
648527,Hey @115858 thanks for the last update! This time Siri doesn't work.  Any heads up on what you're planning to ruin on our iPhones with the next update? #ios11 #Apple #iphone  @116333,Wed Nov 22 19:14:38 +0000 2017,648526,@274116 We'd love to work with you to get Siri working again. DM us which version of iOS you currently have installed as well as which device this is happening on and we'll go from there. https://t.co/GDrqU22YpT,Wed Nov 22 19:24:28 +0000 2017
648529,@115858 my phone on some nut shit after all these bullshit updates. Yall need to fix shit asap before I be team @125607 🤷🏾‍♂️🤷🏾‍♂️,Wed Nov 22 19:16:04 +0000 2017,648528,@274117 What are you experiencing exactly? We want to address this with you. Tell us more via DM: https://t.co/GDrqU22YpT,Wed Nov 22 19:23:33 +0000 2017
648539,What is going on with this UI? @116333 @274122 @33423 https://t.co/bSpelcijZE,Wed Nov 22 19:07:18 +0000 2017,648538,@274121 We can see some trouble there. Is this the only app you're experiencing this with? Does it help to restart your device? https://t.co/OWRDHWSt4h. Let us know in DM if you're still having issues. https://t.co/GDrqU22YpT,Wed Nov 22 19:12:33 +0000 2017
648575,@274135 @AppleSupport Same!!!!!! Everything is fucked up  iOS 11 is a joke!,Wed Nov 22 18:51:27 +0000 2017,648574,@274134 We want to help. Please DM us details on the battery issues you're having on your iOS device and we'll continue working with you there. https://t.co/GDrqU22YpT,Wed Nov 22 19:06:33 +0000 2017
648582,"My phone is shitting the bed and I'm screaming I'm too poor for a new phone @115858, ok?? Let me be. Please?",Wed Nov 22 18:57:18 +0000 2017,648581,"@274138 We'd be happy to see how we can help. What's going on with your iPhone? DM us with a detailed description using the link below, and we'll work together to find a solution. https://t.co/GDrqU22YpT",Wed Nov 22 19:03:33 +0000 2017
648584,i got an electric shock from my macbook charger &amp; it gave me a blister on my fingers - pls fix your charging cord designs @115858 @AppleSupport and also give me free stuff for my troubles thank u,Wed Nov 22 18:43:34 +0000 2017,648583,@274139 Thank you for letting us know that happened. Please DM us which country you’re located in and we’ll assist from there. https://t.co/GDrqU22YpT,Wed Nov 22 19:03:00 +0000 2017
649742,What is the down side if I disable app refresh on iPhone or iPad? What I loose by doing this? #iPhone #ipad @AppleSupport,Wed Nov 22 21:00:34 +0000 2017,649741,"@274449 This will disable the app's ability to refresh in the background. So, for example, on Facebook you may have to swipe down to refresh your timeline when you open the app. For more info on battery optimization, check out this link: https://t.co/TpjqFp3jxD",Wed Nov 22 21:24:30 +0000 2017
649745,@123765 your app for iOS hasn’t improved to say the least. I delete and download the app 2-3 times each day I use it. Is there anything you or @AppleSupport can do? The updates aren’t helping either. I appreciate your help.,Wed Nov 22 21:06:57 +0000 2017,649744,@274450 We're more than happy to help out with your application. What issues are you experiencing with it? Are you unable to open the app or load the content? Let us know more in DM. https://t.co/GDrqU22YpT,Wed Nov 22 21:24:29 +0000 2017
649780,@AppleSupport  https://t.co/nRaTCOswMF,Wed Nov 22 20:50:01 +0000 2017,649777,"@274459 Thanks so much for reaching out to us today. For this particular issue, we'd like to have you reach out to our support team in the iTunes Store, they'll be able to take a closer look into this for you. You can contact them through this link: https://t.co/SDIe7UiyJN",Wed Nov 22 21:13:29 +0000 2017
649801,@AppleSupport why can’t I search for WiFi? 😡😡 https://t.co/HweBSz6DGY,Wed Nov 22 20:45:50 +0000 2017,649800,@274466 Being able to access a Wi-Fi network is important. We want to help. Let's start with the steps found here: https://t.co/sXbhzfS2lM Let us know if you need more help.,Wed Nov 22 21:04:00 +0000 2017
652241,@115858 @AppleSupport que puedo hacer con el lag del teclado en iOS 11 en un iPhone 6Plus??,Tue Oct 10 17:24:19 +0000 2017,652239,@275094 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs,Tue Oct 10 18:21:00 +0000 2017
652727,@AppleSupport For R&amp;D. Will give it to for free...,Sun Oct 15 20:20:41 +0000 2017,652715,"@275194 We completely understand your concern. So we can work with you closer on this, we'd like to have you reach out to us in DM. https://t.co/GDrqU22YpT",Sun Oct 15 20:27:00 +0000 2017
652816,Since #ios11 has anyone else noticed that their touch screens in the upper top left hand side is very temperamental? @AppleSupport,Sun Oct 15 19:06:15 +0000 2017,652817,"@142675 If you're having screen concerns, we'd like to look into that further with you. Meet us in DM and tell us what's happening. https://t.co/GDrqU22YpT",Sun Oct 15 19:10:36 +0000 2017
652960,@115858 it’s 2017 why can’t I do portrait mode in selfie mode. Please help. #FirstWorldProblems,Wed Nov 22 21:03:18 +0000 2017,652958,"@275261 Let's take a look to ensure your iPhone is compatible. What type of iPhone are you using, and what iOS version are you running in Settings &gt; General &gt; About? https://t.co/GDrqU22YpT",Wed Nov 22 21:41:00 +0000 2017
652971,@AppleSupport can u help m e,Wed Nov 22 21:18:23 +0000 2017,652969,"@275264 Fill us in on what you need assistance with, then we'll help out however we can from there.",Wed Nov 22 21:40:00 +0000 2017
654369,I am getting so sick of mac updates uninstalling things @AppleSupport,Wed Nov 22 22:03:03 +0000 2017,654368,@275663 We're here to help. We've received your DM. Be on the lookout for our response there.,Wed Nov 22 22:26:31 +0000 2017
654407,@AppleSupport TF is this???? I know this shouldn’t be happening to my two-week iPhone X https://t.co/7yqkwOtqts,Wed Nov 22 21:46:47 +0000 2017,654406,@275671 That's certainly not expected! Let's sort this out together. Was Face ID working on your iPhone X previously? Which iOS version is running on your iPhone? Tap on Settings &gt; General &gt; About to find out.,Wed Nov 22 22:17:30 +0000 2017
656270,Trying to set up my new phone and back it up but I got this. Help please @AppleSupport https://t.co/SRffScfMcP,Wed Nov 22 22:42:13 +0000 2017,656268,"@276131 We'll gladly lend a hand, so you can restore all of your important data back to your new iPhone. First, can you tell us which iOS version is currently installed on this iPhone? Also, what was the iOS version installed on the device that this backup is from?",Wed Nov 22 22:49:00 +0000 2017
656275,@115858 Yo My Phone Died On A Full Battery. What Kinda Hoe Ass Shit Y’all On With These Phones,Wed Nov 22 22:33:32 +0000 2017,656274,"@276133 We're here for you. Send us a DM, and we'll take a closer look at this issue together. https://t.co/GDrqU22YpT",Wed Nov 22 22:47:55 +0000 2017
656279,@AppleSupport wassup man I️ tried to update my MacBook an my shit crashed 🤦🏽‍♂️,Wed Nov 22 22:29:26 +0000 2017,656278,@276135 We can help! Let us know what you currently see on screen &amp; we'll go from there.,Wed Nov 22 22:47:26 +0000 2017
656295,"my game dont work on my phone anymore really want to cry. @AppleSupport This is the last straw, yall cant tell me how to fix the problem the phone is the problem. Im tired and ima need more help than what yall been doing",Wed Nov 22 22:16:21 +0000 2017,656294,@276140 What game are you having issues with? Is it the only app you're currently having issues with?  Let us know so we can help out.,Wed Nov 22 22:33:30 +0000 2017
656652,@115858 @318 wtf is up with the podcast update? Why doesn’t it autoplay the next unplayed podcast. Super annoying! Please fix it.,Thu Oct 05 05:08:15 +0000 2017,656651,@276254 We welcome your feedback about the changes to the Podcasts app here: https://t.co/eTPVYVFyd8,Thu Oct 05 13:09:51 +0000 2017
656661,Anyone know if @115858 @AppleSupport exchanges the long wires that you buy in the store?,Thu Oct 05 04:56:15 +0000 2017,656660,@223003 We'd love to help out. Could you tell us which cords you're referring to? Let us know in Direct Message. https://t.co/GDrqU22YpT,Thu Oct 05 13:09:25 +0000 2017
657206,@AppleSupport Battery is draining 100% to 0% in less than 10 min. Is this a known issue?,Thu Oct 05 07:03:29 +0000 2017,657205,"@276439 DM us please, we'd like to look into this further. https://t.co/GDrqU22YpT",Thu Oct 05 13:36:00 +0000 2017
658053,HORRIBLE @115858 experience today. Used @AppleSupport official app to make appointment at @30053 for service. Drove 2hrs and 1st thing the rep says is “we don’t really work with appointments here”,Wed Nov 22 23:01:12 +0000 2017,658052,@276656 Sorry to hear that you had a bad experience. Were they able to resolve your issue? Join us in DM to let us know. https://t.co/GDrqU22YpT,Wed Nov 22 23:07:00 +0000 2017
658309,"ok ok ok @AppleSupport could please explain to me what is going on in here
#ios11.0.1 https://t.co/IkfKfbzBSR",Thu Oct 05 08:54:10 +0000 2017,658308,@276728 We'd love to help. Please create a backup and update to iOS 11.0.2. Let us know the result. https://t.co/ahjigcvFRG,Thu Oct 05 14:09:00 +0000 2017
658714,@AppleSupport hello is there some problems with new update of iOS? I have an iPad mini 3 and I noticed more lag and a slow work in general,Thu Oct 05 10:43:06 +0000 2017,658713,@276830 We can help! Have you had a chance to update to iOS 11.0.2? This will help you back up and update if not: https://t.co/80YRnjDFDk,Thu Oct 05 14:25:28 +0000 2017
659473,Every time i update my phone this shit starts tweaking. Aye @115858 I’m fed tf up,Wed Nov 22 23:41:54 +0000 2017,659472,@277032 Let's get this figured out. Can you tell us more about what you're experiencing with your iPhone?,Wed Nov 22 23:47:30 +0000 2017
659497,@AppleSupport iOS 11.1.2 on a IPhone 6 Plus,Wed Nov 22 23:34:57 +0000 2017,659496,"@277037 Let's work together on a solution. To continue, please DM us with the country where you're located so we can see what support options we have in your region. https://t.co/GDrqU22YpT",Wed Nov 22 23:41:31 +0000 2017
660495,@AppleSupport So I was just watching a little anime on my iPhone and I noticed this little guy is joining me for the show. Anyway to remove him? https://t.co/zjvZV1I93V,Wed Nov 22 23:56:24 +0000 2017,660494,@277333 Let's look into that. Send us a DM and we'll go from there. https://t.co/GDrqU22YpT,Thu Nov 23 00:02:25 +0000 2017
661515,@AppleSupport hi send me a charger asap because they break fast thanks x,Thu Nov 23 01:13:49 +0000 2017,661514,@277620 Thanks for reaching out. If you're having an issue we can take a look at your options. DM us your country and we'll take it from there. https://t.co/GDrqU22YpT,Thu Nov 23 01:18:00 +0000 2017
661535,@AppleSupport hi!  I just activated my iPhone X today and am signed into my iCloud account. Yet it keeps asking me to sign into accounts that aren’t mine. How do I stop this?,Thu Nov 23 01:01:48 +0000 2017,661534,@277625 Congrats on your new iPhone X! We hope you love it. Let's meet in a DM and look into this together. Please tap here and we'll get to work: https://t.co/GDrqU22YpT,Thu Nov 23 01:06:54 +0000 2017
661539,"@AppleSupport If my phone activation lock what's the mean What me do now",Thu Nov 23 01:00:22 +0000 2017,661538,@277627 Thanks for confirming. You'll need the iCloud account and password. Take a look at this article for more info: https://t.co/wKDRWdXEoe,Thu Nov 23 01:05:52 +0000 2017
662819,@AppleSupport how come my iphone wont let me go and download stuff on the app store . It keeps saying that my card is invalid but it has $ in there ... pls help ! 🤨🤨🤨🤨,Thu Nov 23 01:28:54 +0000 2017,662818,@277915 Thanks for reaching out. We're here to help. DM us so we can look into this further with you. https://t.co/GDrqU22YpT,Thu Nov 23 01:41:00 +0000 2017
663372,@AppleSupport guys... what happened to the Iphone 6 this last iOS Update? My phone is slower than a freaking Android right now!,Thu Nov 30 18:50:48 +0000 2017,663370,"@278084 We want your iPhone to run smoothly. To look into this with you, share with us in DM when you are noticing this slow performance. https://t.co/GDrqU22YpT",Thu Nov 30 19:05:32 +0000 2017
663587,@AppleSupport my battery life has been horrible since I updated to iOS 11. Will there be a fix coming for this?,Tue Oct 03 16:42:12 +0000 2017,663585,@278148 Let's help get that improved. Check out the suggestions here: https://t.co/bivpdfBNJ6 but keep us posted.,Tue Oct 03 17:47:28 +0000 2017
663852,"I just updated the iOS on my iPad and know I can’t find any of the signs on the keyboard 
Yo @115858 what’s the dealio",Wed Oct 04 20:56:49 +0000 2017,663850,@278209 Happy to assist you. DM us what iOS version you're using on the iPad and we'll continue there. https://t.co/GDrqU22YpT,Wed Oct 04 21:22:56 +0000 2017
665762,Ok Batman updated @115858 phone today &amp; 1500 photos disappeared 😰 off it. How do I get them back from my cloud❓ https://t.co/7p3zPCwQ5X,Sat Nov 11 17:36:15 +0000 2017,665761,@278586 We're happy to get you pointed in the right direction. We have a team of specialists who are best able to assist you. You can get in contact with them using this link: https://t.co/IBIY3w3RGR,Sat Nov 11 20:42:29 +0000 2017
665787,@AppleSupport I have done all you suggested although I am unsure what date and time have to do with that message. It popped up when ever I received a notification 😳.,Sat Nov 11 17:29:40 +0000 2017,665785,"@278596 Date &amp; Time can affect things like this if it's set incorrectly. Next, let's make sure the region is set to your current country. You can check this by going to Settings &gt; General &gt; Language &amp; Region &gt; Region. Let us know what you find.",Sat Nov 11 20:39:27 +0000 2017
666220,@30370 @115858 My touchscreen stops working randomly,Thu Nov 23 02:36:44 +0000 2017,666219,@278714 We want to help. What device and version of iOS is this issue occurring with?,Thu Nov 23 02:41:27 +0000 2017
666612,"Update to iOS 11 they said, it’ll be great they said @115858 https://t.co/qzJ9AfQ4RM",Thu Nov 09 09:27:09 +0000 2017,666611,@278842 Let us help with your iPhone! Which version of iOS 11 are you running on the iPhone currently? Does this issue happen on both Wi-Fi and cellular or just cellular?,Thu Nov 09 15:20:00 +0000 2017
667046,@AppleSupport Nope and noper. Everyone I know who updated said their phones were unusable. All of them. 37 people.,Thu Nov 23 03:31:22 +0000 2017,667048,"@278954 iOS updates contain important updates and fixes that your iPhone needs to work securely and efficiently. If you have any other questions, let us know in DM. https://t.co/GDrqU22YpT",Thu Nov 23 03:37:58 +0000 2017
