tweet_id,created_at,text,in_response_to_tweet_id,intent_label,should_escalate,escalation_reason,annotator_notes
1976886,Wed Oct 18 19:15:28 +0000 2017,@AppleSupport The issues is resolved temporarily after a restart. I’m having to restart my phone every day.,1976885.0,device_performance,True,"Persistent, severe, or recurring device malfunction.",
2516073,Thu Nov 16 00:59:27 +0000 2017,@AppleSupport Yah I restart it like twice daily. Very annoying. No certain apps,2516072.0,device_performance,True,"Persistent, severe, or recurring device malfunction.",
449456,Thu Nov 30 20:57:30 +0000 2017,"@AppleSupport Yes, I deleted them from everywhere",449462.0,other_unknown,False,,
243122,Tue Oct 03 13:34:56 +0000 2017,@AppleSupport It's an iPhone 6S. Please check the video attached. https://t.co/DyCAqFXGTm,243124.0,other_unknown,True,Unresolved or context-dependent support interaction.,
2277976,Sat Nov 11 14:54:04 +0000 2017,"@AppleSupport iPhone 6s, iOS 11.1, and Apple Music",2277977.0,media_services,False,,
639686,Mon Nov 20 12:18:31 +0000 2017,@AppleSupport Why all the photos in MY PHOTO STREAM turned blurred when I update my iOS? I don’t understand. Please enlighten me.,639664.0,data_backup_sync,True,Potential data/photo/backup issue requiring support.,
1748933,Tue Oct 17 20:33:53 +0000 2017,"@AppleSupport Beforehand, I never had any problems. Perhaps, you should consider making a stronger battery for the upcoming iPhones. Thanks again!",1748932.0,battery_charging,False,,
2071886,Sat Oct 07 18:42:56 +0000 2017,"@AppleSupport iPhone 7 plus 128gb, before updating to ios11 I had no problems with battery life or drainage",2071885.0,battery_charging,True,Persistent or severe battery/charging symptom.,
308590,Sat Oct 07 22:07:38 +0000 2017,@AppleSupport @135031 Answer the guys question you useless stooge. Jesus no wonder the your customer base is getting pussy over this your dodging simple questions,308589.0,other_unknown,True,Unresolved or context-dependent support interaction.,
2911757,Tue Nov 28 22:01:25 +0000 2017,@AppleSupport Saying the time was only ever a Mickey watch face feature as far as I am aware. Has this changed?,2911756.0,device_hardware_features,True,Potential hardware/device malfunction requiring human support.,
2568136,Mon Oct 30 16:01:29 +0000 2017,@AppleSupport I'm trying to do it over wi-fi. I'm able to download the update but there's an error every time I try to install,2568135.0,ios_update,True,Update-related failure or unresolved update issue.,
1864512,Fri Oct 20 15:03:05 +0000 2017,@AppleSupport @557050 you have did  fraudulent transaction using my credit Visa card   see 437840******001420/10/2017DebitAPL*APPLE ONLINE STORE 800-676-2775 US,1864511.0,store_payment,True,"Store, transaction, billing, or download issue requiring support.",
2205839,Thu Oct 19 17:12:43 +0000 2017,@AppleSupport I use my phone the same as I did prior to updating to iOS 11.  Battery drainage is noticeably worse since then.,2205838.0,battery_charging,False,,
487895,Fri Dec 01 16:04:48 +0000 2017,@AppleSupport Sure thing. 11.1.2 I believe I’ve had this issue for a few weeks now.,487894.0,other_unknown,True,Unresolved or context-dependent support interaction.,
2701041,Sun Nov 19 20:42:32 +0000 2017,"@AppleSupport I don’t think so but... I reset my wallpaper image and it went away. Before I did that I tried to move it and it would not move. Up down left or right. My iwatch did that and I found a button to turn it off. Thanks, good for now. Stay tuned.",2701040.0,device_hardware_features,False,,
2255332,Fri Nov 10 22:17:23 +0000 2017,@AppleSupport The iPhone 6+ and I updated to the latest iOS a few days ago,2255333.0,other_unknown,True,Unresolved or context-dependent support interaction.,
2295824,Tue Nov 14 17:44:17 +0000 2017,"@AppleSupport Iphone6 ios 11.1.1 Touch ID not able to use, camera freezes, phone sometimes freezes on locked screen, camera freezes.",2295759.0,device_hardware_features,True,Potential hardware/device malfunction requiring human support.,
1357320,Fri Oct 27 19:35:32 +0000 2017,"@AppleSupport Ok, so what option do give me to solve this HUGE design problem? Any thoughts?",1357319.0,other_unknown,True,Unresolved or context-dependent support interaction.,
845811,Mon Oct 23 15:00:15 +0000 2017,@AppleSupport Thank you. Does this depend on buying a provider ‘branded’ phone? Or can I always just go to an local Apple Store?,845810.0,how_to_information,False,,
1096879,Mon Oct 23 22:03:33 +0000 2017,@AppleSupport Here. (Apparently I need to go to Settings instead.) Not pleased with a lot of the new “features” in this update. https://t.co/1cOdyvRkIL,1096878.0,ios_update,False,,
1710741,Tue Nov 07 01:37:39 +0000 2017,"@AppleSupport I’ve tried that, and it’s still not working. Could this Be something related to an update I️ haven’t done?",1710740.0,other_unknown,True,Unresolved or context-dependent support interaction.,
1734501,Tue Nov 07 14:51:12 +0000 2017,@AppleSupport Thank you! That will work for now 😁,1734500.0,other_unknown,False,,
362079,Sun Oct 08 15:55:13 +0000 2017,@AppleSupport I have just updated to the latest one. I didn’t notice that apple had put out a new update. It’s working fine now,362080.0,ios_update,True,Update-related failure or unresolved update issue.,
9221,Wed Nov 01 08:23:38 +0000 2017,@AppleSupport When will fix the problem with activation (error 0xE8000013)? Or your phones are now disposable?,9200.0,account_access_security,True,"Account, authentication, activation, or security issue.",
324310,Sat Oct 07 15:14:16 +0000 2017,"@AppleSupport You know this, the latest software update has damaged many phones. My phone's touchscreen freezes up now.",324309.0,device_hardware_features,True,Potential hardware/device malfunction requiring human support.,
248738,Thu Oct 05 21:23:21 +0000 2017,@AppleSupport Terrible update. I thought the point of the control Center was to make things easier without having to go into settings. Not happy.,248737.0,ios_update,False,,
1753237,Wed Nov 08 18:40:15 +0000 2017,@AppleSupport I have an issue with my Iphone 7 plus,1753219.0,other_unknown,True,Unresolved or context-dependent support interaction.,
1761308,Tue Oct 17 21:48:19 +0000 2017,@AppleSupport Yea the display is cracked and the censor is too messed up to unlock,1761306.0,device_hardware_features,True,Potential hardware/device malfunction requiring human support.,
1173982,Tue Oct 24 21:30:17 +0000 2017,@AppleSupport It’s donot say if I have a voicemail I have to call it to see if I have voicemail or not since this phone update its really has not let me,1173980.0,notifications_messaging,True,Persistent messaging/notification behavior requiring support.,
1536291,Sat Nov 04 10:22:27 +0000 2017,@AppleSupport @476348 So dumb. Seriously what were you guys thinking. Hope an update will change this,1536290.0,ios_update,True,Update-related failure or unresolved update issue.,
1770053,Tue Nov 07 23:20:01 +0000 2017,@AppleSupport Had to force reboot my 7 about 20 times today since updating to 11.1. Awful,1770052.0,device_performance,True,"Persistent, severe, or recurring device malfunction.",
563092,Sat Dec 02 23:53:11 +0000 2017,@AppleSupport I was on iOS 11.1 and I didn’t see I had an update but I updated it to 11.2 just now and my music works just fine,563091.0,ios_update,False,,
2570955,Mon Oct 30 17:27:25 +0000 2017,@AppleSupport 11.0.3 ver - This issue has been happening for sometime now. Also the phone is working very slow and heating up quiet badly. Pls help,2570954.0,device_performance,True,"Persistent, severe, or recurring device malfunction.",
2413022,Fri Nov 17 05:32:03 +0000 2017,@AppleSupport First from app store bit after download and restart the pc didn't do anything.  So I called apple support.  They helped me to restart with recovery but I told them I've got this message they couldn't help me further. ... So I'm blocked now. ....,2413021.0,device_performance,True,"Persistent, severe, or recurring device malfunction.",
285679,Fri Oct 06 18:42:42 +0000 2017,@AppleSupport I charged it last night so it will be a while before I run it down to below 20% again. I’ll go ahead and restart it though.,285678.0,battery_charging,False,,
688002,Thu Nov 23 15:08:29 +0000 2017,"@AppleSupport they say i never facetimed them back, and they tried facetiming me back and i didn’t get a facetime either, so it’s like facetime sometimes doesn’t go through",688001.0,notifications_messaging,True,Persistent messaging/notification behavior requiring support.,
2128209,Wed Nov 08 17:41:07 +0000 2017,@AppleSupport It is usually happens everytime I open the App Store to update my apps,2128211.0,store_payment,True,"Store, transaction, billing, or download issue requiring support.",
1336309,Fri Oct 27 14:53:35 +0000 2017,"@AppleSupport Thank you, but stayed up until midnight for phone in November.  January does me no good.",1336308.0,other_unknown,True,Unresolved or context-dependent support interaction.,
2106377,Wed Nov 08 16:06:51 +0000 2017,"@AppleSupport This doesn’t work. Also, my phone freezes a lot, my apps open and closes really slow. 🤷🏾‍♀️🤦🏾‍♀️Please fix bugs. Thanks",2106376.0,device_performance,True,"Persistent, severe, or recurring device malfunction.",
1944234,Wed Oct 18 16:38:53 +0000 2017,@AppleSupport I just created a QT video and I am trying to save it to my iPhone from my desktop computer and to have it saved to my Photos,1944233.0,data_backup_sync,False,,
2295715,Mon Nov 13 23:22:10 +0000 2017,@AppleSupport @AppleSupport I have my account back !! Thank you thank you so much !!,2295713.0,account_access_security,False,,
2787838,Tue Nov 21 19:19:31 +0000 2017,@AppleSupport Disagree. Why are loads of apps all doing the same since I upgraded to iPhone X - all worked fine before.,2787832.0,app_problem,True,Persistent application or application-function failure.,
851201,Wed Oct 18 19:08:20 +0000 2017,"@AppleSupport Thanks, it was but that’s off now 👍",851202.0,other_unknown,False,,
590914,Sun Dec 03 17:53:09 +0000 2017,"@AppleSupport Problem with the volume icon on the iPad Air 2, iOS 11.2 https://t.co/9OWrdL5uUR",590913.0,device_hardware_features,True,Potential hardware/device malfunction requiring human support.,
2518267,Thu Nov 16 00:28:04 +0000 2017,"@AppleSupport Yeah, i tried that but it didn’t work. Someone from AT&amp;T figured out a way for a temporary fix til they fix their network. Thanks tho",2518266.0,connectivity,True,Persistent connectivity/network issue.,
435817,Tue Oct 10 16:58:56 +0000 2017,@AppleSupport Just because I know you’ll ask if I’m up to date as well. https://t.co/cgLILJnaze,435814.0,other_unknown,True,Unresolved or context-dependent support interaction.,Reviewed: only update/version context is given; insufficient information.
1234120,Wed Oct 25 20:27:32 +0000 2017,"@AppleSupport @409459 ridiculous bro, my camera shake i’m having an earthquake when i take a picture, y’all fools @AppleSupport",1234119.0,device_hardware_features,False,,
2716708,Mon Nov 20 06:12:01 +0000 2017,@AppleSupport @138532 You might want to know that your genuine email was seen as fraudulent (compared by phish pretending to be Apple) in one of my studies by quite a lot of participants. My guess is that it was because it contained Hello in the greeting.,2716707.0,account_access_security,False,,
170346,Fri Nov 24 22:53:53 +0000 2017,@AppleSupport iPhone 6s Plus and no I don't believe I have,170345.0,other_unknown,True,Unresolved or context-dependent support interaction.,
1002285,Sun Oct 22 15:14:47 +0000 2017,@AppleSupport If I had to feedback... I don’t like getting updates &amp; then having to reset all my settings because they’ve changed to new format/operation,1002283.0,ios_update,False,,
2059991,Sat Oct 07 14:54:58 +0000 2017,@AppleSupport Thank you very much - see you there.,2059990.0,other_unknown,True,Unresolved or context-dependent support interaction.,
1500772,Sun Nov 19 23:01:15 +0000 2017,@AppleSupport For 3 weeks and now when I change ringer volume the display panel with volume levels doesn’t come up!,1500771.0,device_hardware_features,False,,
1709303,Tue Nov 07 01:06:56 +0000 2017,@AppleSupport No I haven’t. I’m using iPhone 7 Plus,1709302.0,other_unknown,False,,
2634933,Fri Nov 17 20:22:42 +0000 2017,@AppleSupport My clock &amp; date on lock screen keeps disappearing and I can’t view notifications when phone is locked/unlocked...I’ve gone to support pages and emailed tech support....nada...restarting phone helps temporarily and then back to nothing...,2634932.0,notifications_messaging,True,Persistent messaging/notification behavior requiring support.,
1539936,Sat Nov 04 13:57:49 +0000 2017,@AppleSupport It worked on my side but is still showing the same error when I post messages. See below. Please help. https://t.co/pfjOdoF5Xa,1539934.0,notifications_messaging,True,Persistent messaging/notification behavior requiring support.,
